Link to HLAS Catalog,Author,Country of Origin,English Title,Translator,City where book was published,Name of Publisher,Year book was published,Annotations about translation
https://lccn.loc.gov/bi2003005900,"Fuentes, Carlos ",Mexico,The crystal frontier:a novel in nine stories ,Alfred J  Mac Adam,San Diego,Harcourt Brace ,1998,"{La frontera de cristal} was published in 1995 (México: Aguilar, Altea, Taurus, Alfaguara) and in a prior English-language edition (New York: Farrar, Strauss and Giroux, 1997). Cultural conflicts between generations and classes on Mexico/US border generate lives of transgression, betrayal, and tragedy linked by their immersion in the web of power spun by business tycoon Leonardo Barroso. A lustful godfather, women in the maquila plants, a chef who returns to Mexico, a gay medical student at Cornell, and service workers in New York City are only a few of the protagonists in these borderland dramas. No introductory material, but Mac Adam's skillful translation of vernacular dialogue makes for engrossing reading. [MA]"
https://lccn.loc.gov/bi98005066,"Gerchunoff, Alberto ",Argentina,Jewish gauchos of the pampas ,Prudencio de Pereda,Albuquerque,Univ. of New Mexico Press ,1998,"Reprint, with minor changes, of the 1955 translation of Gerchunoff's 1910 classic volume about Jewish immigrants in rural Argentina. Twenty-six vignettes, with some inter-related characters, tell stories of customs, love, death, religion, prejudice, and assimilation. Skillful translation captures bilingual (Spanish-Yiddish) flavor of original. Stavans' essay provides useful historical and literary background. [KR]"
https://lccn.loc.gov/bi2001004293,"González, Gaspar Pedro ",Guatemala,Return of the Maya ,Susan Giersbach Rascón ,Rancho Palos Verdes ,Yax Te' Foundation ,1998,"Translation of {El retorno de los mayas} (1998), which is sequel to {La otra cara} (see {HLAS 56:3536}; translation: {A Mayan life} - Rancho Palos Verdes, Calif.: Yax Te' Press, 1995). Narrator, a Q'anjob'al-speaking Guatemalan (""the orphan""), warns that his tale is not a happy one because he recounts Mayas' suffering as well as their resistance and resilience. A moving novel for which one wishes there was a far more informative introduction. [CM]"
https://lccn.loc.gov/bi98007745,"Hernández Díaz, Alejandro ",Cuba,The Cuban mile ,Dick Cluster ,Pittsburgh ,Latin American Literary Review Press ,1998,"At 24, Hernández Díaz saw his novel {La milla} (La Habana: Editorial Letras Cubanas, 1996) chosen for publication by an Argentine-sponsored project designed to further the work of young Cuban writers. The situation in the novel is not complex: two young men on a raft hoping to reach the Florida coast sail for a week without sighting land. Story is nevertheless poignant because of the ""hapless painter"" who serves as first-person narrator and records his growing anxiety. Cluster's translation is competent although somewhat too formal. He has included a few footnotes to orient the reader. [CM]"
https://lccn.loc.gov/bi2001001373,"Lobo, Tatiana ",Costa Rica,Assault on paradise:a novel ,Asa Zatz ,Willimantic ,Curbstone Press ,1998,"{Asalto al paraíso} (San José: Editorial de la Univ. de Costa Rica, 1992), an historical novel set in 1700s colonial Costa Rica, won the 1995 Sor Juana Inés de la Cruz Prize. Novel takes its cue from León Pinelo's {El paraíso de las Indias} (1650) that situated biblical paradise in America. Spanish rogue Pedro Albarán's romance with an indigenous woman is set against backdrop of Mayan mythology and destruction wreaked by Spanish colonizers and their battles with indigenous peoples. Cast of colorful characters brings Pedro's ""education"" to a stunning conclusion. Footnotes to translated text offer reader essential historical references, and Zatz's translation flows naturally. [MA]"
https://lccn.loc.gov/bi2001004274,"Matto de Turner, Clorinda ",Peru,Torn from the nest ,John H R  Polt,New York,Oxford Univ. Press ,1998,"First new translation of {lcub}Aves sin nido{rcub} (1889) since 1904 translation by J.G Hudson; that work was amended by Naomi Lindstrom and published in 1996 under title {lcub}Birds without a nest{rcub} (see {lcub}HLAS 58:4642{rcub}). Present work contains Cornejo Polar's incisive essay on Matto de Turner's writing in terms of development of the novel in Peru, followed by chronology and bibliography of and about her writing. A native of Cuzco who spoke and read Quechua proficiently, Matto's goal was to educate non-Indian readers about native communities, and to contribute to the creation of Peruvian national literature. Her allegory of national life in the persons of two romantic couples reveals the destructive class disparity between {lcub}criollo{rcub} elites living in Lima and exploited indigenous peoples in Andean communities, and particularly the scandalous abuse of Andean women by corrupt Catholic clergy. Publication in 1889 generated outrage as well as praise. While Polt's explanatory footnotes in translation clarify Quechua terms, toponyms, and other cultural references, reader sorely misses more information about 1889 version since Hudson's version expurgated the text by excising references to the human body, rearranging chapters, and omitting an episode (Lindstrom). Annotated and restored text and valuable supplementary material strongly recommend this new edition for both classroom and scholarly use. [MA]"
https://lccn.loc.gov/bi2003005944,"Riesco, Laura ",Peru,Ximena at the crossroads ,Mary G  Berg ,Fredonia,White Pine Press ,1998,"Narrated by a child but from perspective of an adult, {lcub}Ximena de dos caminos{rcub} ({lcub}HLAS 56:3737{rcub}) in Berg's sensitive if somewhat overly formal translation would be an excellent choice for classes in Latin American and gender studies. Novel is set in La Oroya, where Ximena lives at an Andean crossroads between indigenous world of an encampment and urban world of her family. Introductory material would have been helpful. [CM]"
https://lccn.loc.gov/bi2003005903,"Shua, Ana María ",Argentina,The book of memories ,Dick Gerdes ,Albuquerque,Univ. of New Mexico Press ,1998,"In this lucid translation of {Libro de recuerdos} (see {HLAS 58:3849}), three generations of the Rimetka clan recall life and times of their Eastern European family to produce a ""distropian picture of Argentina""(Stavans). A fine sense of humor and irony punctuate this moving exploration of transgenerational experiences of life in Buenos Aires through eyes of Jewish women. Gerdes' translation makes for seamless reading that offers excellent vehicle for classroom discussion of significant Jewish component in modern Argentine culture. [MA]"
https://lccn.loc.gov/bi98006377,"Solares, Ignacio ",Mexico,Lost in the city:two novels ,Carolyn Brushwood and John Stubbs Brushwood ,Austin,Univ. of Texas Press ,1998,"Translation of 1980s novellas {El árbol del deseo} and {Serafín} by Mexican writer Solares. Pre-adolescent protagonists common to both texts. Short locating preface gives useful biographical and literary background; no notes or bibliography. Engaging, colloquial language combined with sometimes fantastic elements. Themes include social class, city vs. rural life, children's problems within the family. [KR]"
https://lccn.loc.gov/bi98013060,"Steimberg, Alicia ",Argentina,Musicians & watchmakers ,Andrea G Labinger ,Pittsburgh ,Latin American Literary Review Press ,1998,"{Músicos y relojeros} (Buenos Aires: Centro Editor de América Latina, 1971) is an affectionate, humorously ironic series of semi-autobiographical vignettes describing eccentric Argentine Jewish family from child's first-person perspective. Set in 1930s-40s. Colloquial translation strikes consistent tone. Short author's note; no other locating material. [KR]"
https://lccn.loc.gov/bi2001004297,"Vargas Llosa, Mario ",Peru,The notebooks of Don Rigoberto ,Edith Grossman,New York,Farrar  Straus  and Giroux ,1998,"Nonstop eroticism that erases boundaries between real and imaginery encounters characterizes Vargas Llosa's {lcub}Los cuadernos de Don Rigoberto{rcub} ({lcub}HLAS 58:3690{rcub}). Don Rigoberto's obsessive fantasies make their way from his life into his notebook, or perhaps the other way around. The translator faces many challenges with explicit sensuality, dialogue filled with subtle cultural references from a variety of languages, and entertaining humor. [SFW]"
https://lccn.loc.gov/bi2001004285,"Allende, Isabel",Chile,Daughter of fortune:a novel ,Margaret Sayers Peden ,New York,HarperCollins Publishers ,1999,"Translation of {lcub}Hija de la fortuna{rcub}, romance set in mid-19th-century Chile and California. Historical descriptions of English colony in Chile, gold rush in California, Chinese immigrants, and culture. Touches of magical realism for which Allende is well known. Skillful translation by Peden. [KR]"
https://lccn.loc.gov/bi99009311,"Cerda, Carlos ",Chile,To die in Berlin ,Andrea G Labinger ,Pittsburgh ,Latin American Literary Review Press ,1999,"The characters in this novel (see {HLAS 56:3770} for comment on Spanish original) are Chileans living in East Germany as a result of the 1973 military coup in their country. Particularly chilling are the parallels that the author draws between concentration camps separated by space and time and the general population's unwillingness to acknowledge their existence: ""It's Buchenwald and Weimar; it's Chacabuco and Chile."" [SFW]"
https://lccn.loc.gov/bi00000174,"Cortázar, Julio ",Argentina,Final exam ,Alfred J  Mac Adam,New York,New Directions ,1999,"{El examen} is one of Cortázar's earliest novels, written in 1950 but not published until 1986 (see {HLAS 52:3822}). On the night before their final exam, four young Argentines encounter strange happenings as they wander through the streets and plazas of Buenos Aires. The dense experimental style of this ""darkly funny"" narrative prefigures Cortázar's later {Blow-Up} and {Hopscotch} ({Rayuela}). The juxtaposition of personal crises of relationships with crisis of Argentine civil society is eerily familiar to 21st-century readers, as are the characters who, even though fiercely {porteño,} ""view the nation as pure façade, a fraud."" At the border where realism and hallucination blur, Mac Adam's expert rendition of {porteño} vernacular offers the reader the distinctive flavor of Cortázar's hallmark style in the making. [MA]"
https://lccn.loc.gov/bi2001004288,"Estévez, Abilio ",Cuba,Thine is the kingdom:a novel ,David Frye ,New York,Arcade Pub.;;Little  Brown,1999,"Translation of {Tuyo es el reino} (see #bi 99006775#). First novel by well-known Cuban writer of theater and stories. Set in 1950s Marianao (Havana suburb); populated by a large cast of exaggerated, if not fantastic, characters. Frequently changing point of view, time frame, and narrative interventions exposing story as fiction. Many literary, artistic, historical references; some explained in translator's notes. Good translation of challenging prose. [KR]"
